ano,dia,numero,variacao,parte,page,x_pt,y_pt,w_pt,h_pt,image_path
2015,1,5,1,1,3,0.00,72.86,314.06,280.19,questoes/banco_reais/enem_2015/dia1_questoes_vazias_imagens/images/q005_v01_p03_part01.png
2015,1,9,1,1,4,0.00,72.86,314.06,753.68,questoes/banco_reais/enem_2015/dia1_questoes_vazias_imagens/images/q009_v01_p04_part01.png
2015,1,13,1,1,6,0.00,72.86,314.06,292.79,questoes/banco_reais/enem_2015/dia1_questoes_vazias_imagens/images/q013_v01_p06_part01.png
2015,1,17,1,1,7,0.00,72.86,314.06,314.49,questoes/banco_reais/enem_2015/dia1_questoes_vazias_imagens/images/q017_v01_p07_part01.png
2015,1,20,1,1,8,0.00,72.86,314.06,339.79,questoes/banco_reais/enem_2015/dia1_questoes_vazias_imagens/images/q020_v01_p08_part01.png
2015,1,23,1,1,9,0.00,72.86,314.06,462.20,questoes/banco_reais/enem_2015/dia1_questoes_vazias_imagens/images/q023_v01_p09_part01.png
2015,1,28,1,1,11,0.00,72.86,314.06,278.99,questoes/banco_reais/enem_2015/dia1_questoes_vazias_imagens/images/q028_v01_p11_part01.png
2015,1,32,1,1,12,0.00,72.86,314.06,287.69,questoes/banco_reais/enem_2015/dia1_questoes_vazias_imagens/images/q032_v01_p12_part01.png
2015,1,38,1,1,14,0.00,72.42,314.06,248.99,questoes/banco_reais/enem_2015/dia1_questoes_vazias_imagens/images/q038_v01_p14_part01.png
2015,1,42,1,1,15,0.00,72.86,314.06,273.55,questoes/banco_reais/enem_2015/dia1_questoes_vazias_imagens/images/q042_v01_p15_part01.png
2015,1,48,1,1,17,0.00,72.86,314.06,753.68,questoes/banco_reais/enem_2015/dia1_questoes_vazias_imagens/images/q048_v01_p17_part01.png
2015,1,50,1,1,18,0.00,72.86,314.06,753.68,questoes/banco_reais/enem_2015/dia1_questoes_vazias_imagens/images/q050_v01_p18_part01.png
2015,1,53,1,1,19,0.00,72.86,314.06,753.68,questoes/banco_reais/enem_2015/dia1_questoes_vazias_imagens/images/q053_v01_p19_part01.png
2015,1,55,1,1,20,0.00,72.86,314.06,271.72,questoes/banco_reais/enem_2015/dia1_questoes_vazias_imagens/images/q055_v01_p20_part01.png
2015,1,59,1,1,21,0.00,72.86,314.06,753.68,questoes/banco_reais/enem_2015/dia1_questoes_vazias_imagens/images/q059_v01_p21_part01.png
2015,1,62,1,1,22,0.00,72.86,314.06,272.69,questoes/banco_reais/enem_2015/dia1_questoes_vazias_imagens/images/q062_v01_p22_part01.png
2015,1,65,1,1,23,0.00,72.86,314.06,753.68,questoes/banco_reais/enem_2015/dia1_questoes_vazias_imagens/images/q065_v01_p23_part01.png
2015,1,68,1,1,24,0.00,72.86,314.06,753.68,questoes/banco_reais/enem_2015/dia1_questoes_vazias_imagens/images/q068_v01_p24_part01.png
2015,1,70,1,1,25,0.00,72.86,314.06,753.68,questoes/banco_reais/enem_2015/dia1_questoes_vazias_imagens/images/q070_v01_p25_part01.png
2015,1,73,1,1,26,0.00,71.26,314.06,273.71,questoes/banco_reais/enem_2015/dia1_questoes_vazias_imagens/images/q073_v01_p26_part01.png
2015,1,77,1,1,27,0.00,72.86,314.06,343.87,questoes/banco_reais/enem_2015/dia1_questoes_vazias_imagens/images/q077_v01_p27_part01.png
2015,1,81,1,1,28,0.00,72.86,314.06,753.68,questoes/banco_reais/enem_2015/dia1_questoes_vazias_imagens/images/q081_v01_p28_part01.png
2015,1,84,1,1,29,0.00,72.86,314.06,753.68,questoes/banco_reais/enem_2015/dia1_questoes_vazias_imagens/images/q084_v01_p29_part01.png
2015,1,86,1,1,30,0.00,72.20,314.06,231.72,questoes/banco_reais/enem_2015/dia1_questoes_vazias_imagens/images/q086_v01_p30_part01.png
