ano,dia,numero,variacao,parte,page,x_pt,y_pt,w_pt,h_pt,image_path
2015,2,92,2,1,5,0.00,72.86,314.06,363.46,questoes/banco_reais/enem_2015/dia2_questoes_vazias_imagens/images/q092_v02_p05_part01.png
2015,2,101,1,1,8,0.00,72.86,314.06,438.88,questoes/banco_reais/enem_2015/dia2_questoes_vazias_imagens/images/q101_v01_p08_part01.png
2015,2,105,1,1,9,0.00,72.86,314.06,753.68,questoes/banco_reais/enem_2015/dia2_questoes_vazias_imagens/images/q105_v01_p09_part01.png
2015,2,107,1,1,10,0.00,72.86,314.06,321.92,questoes/banco_reais/enem_2015/dia2_questoes_vazias_imagens/images/q107_v01_p10_part01.png
2015,2,126,1,1,16,0.00,72.86,314.06,354.42,questoes/banco_reais/enem_2015/dia2_questoes_vazias_imagens/images/q126_v01_p16_part01.png
2015,2,127,1,1,16,0.00,425.27,314.06,401.26,questoes/banco_reais/enem_2015/dia2_questoes_vazias_imagens/images/q127_v01_p16_part01.png
2015,2,139,1,1,20,0.00,72.86,314.06,753.68,questoes/banco_reais/enem_2015/dia2_questoes_vazias_imagens/images/q139_v01_p20_part01.png
2015,2,142,1,1,21,0.00,72.86,314.06,753.68,questoes/banco_reais/enem_2015/dia2_questoes_vazias_imagens/images/q142_v01_p21_part01.png
2015,2,148,1,1,23,0.00,72.86,314.06,753.68,questoes/banco_reais/enem_2015/dia2_questoes_vazias_imagens/images/q148_v01_p23_part01.png
2015,2,151,1,1,24,0.00,72.86,314.06,456.09,questoes/banco_reais/enem_2015/dia2_questoes_vazias_imagens/images/q151_v01_p24_part01.png
2015,2,155,1,1,24,314.06,519.64,314.06,306.90,questoes/banco_reais/enem_2015/dia2_questoes_vazias_imagens/images/q155_v01_p24_part01.png
2015,2,156,1,1,25,0.00,72.86,314.06,195.92,questoes/banco_reais/enem_2015/dia2_questoes_vazias_imagens/images/q156_v01_p25_part01.png
2015,2,160,1,1,26,0.00,72.86,314.06,202.67,questoes/banco_reais/enem_2015/dia2_questoes_vazias_imagens/images/q160_v01_p26_part01.png
2015,2,164,1,1,27,0.00,72.86,314.06,753.68,questoes/banco_reais/enem_2015/dia2_questoes_vazias_imagens/images/q164_v01_p27_part01.png
2015,2,166,1,1,28,0.00,72.86,314.06,309.92,questoes/banco_reais/enem_2015/dia2_questoes_vazias_imagens/images/q166_v01_p28_part01.png
2015,2,170,1,1,29,0.00,72.86,314.06,753.68,questoes/banco_reais/enem_2015/dia2_questoes_vazias_imagens/images/q170_v01_p29_part01.png
2015,2,173,1,1,30,0.00,72.86,314.06,365.06,questoes/banco_reais/enem_2015/dia2_questoes_vazias_imagens/images/q173_v01_p30_part01.png
2015,2,176,1,1,30,314.06,418.65,314.06,407.88,questoes/banco_reais/enem_2015/dia2_questoes_vazias_imagens/images/q176_v01_p30_part01.png
2015,2,176,1,2,31,314.06,0.00,314.06,200.21,questoes/banco_reais/enem_2015/dia2_questoes_vazias_imagens/images/q176_v01_p31_part02.png
