ano,dia,numero,variacao,parte,page,x_pt,y_pt,w_pt,h_pt,image_path
2016,1,5,1,1,3,0.00,72.78,314.06,451.60,questoes/banco_reais/enem_2016/dia1_questoes_vazias_imagens/images/q005_v01_p03_part01.png
2016,1,8,1,1,4,0.00,72.78,314.06,753.75,questoes/banco_reais/enem_2016/dia1_questoes_vazias_imagens/images/q008_v01_p04_part01.png
2016,1,11,1,1,5,0.00,72.78,314.06,439.77,questoes/banco_reais/enem_2016/dia1_questoes_vazias_imagens/images/q011_v01_p05_part01.png
2016,1,17,1,1,7,0.00,74.97,314.06,751.57,questoes/banco_reais/enem_2016/dia1_questoes_vazias_imagens/images/q017_v01_p07_part01.png
2016,1,20,1,1,8,0.00,72.78,314.06,257.19,questoes/banco_reais/enem_2016/dia1_questoes_vazias_imagens/images/q020_v01_p08_part01.png
2016,1,24,1,1,9,0.00,72.78,314.06,338.59,questoes/banco_reais/enem_2016/dia1_questoes_vazias_imagens/images/q024_v01_p09_part01.png
2016,1,27,1,1,10,0.00,72.78,314.06,315.19,questoes/banco_reais/enem_2016/dia1_questoes_vazias_imagens/images/q027_v01_p10_part01.png
2016,1,30,1,1,10,314.06,379.17,314.06,447.36,questoes/banco_reais/enem_2016/dia1_questoes_vazias_imagens/images/q030_v01_p10_part01.png
2016,1,31,1,1,11,0.00,72.78,314.06,399.60,questoes/banco_reais/enem_2016/dia1_questoes_vazias_imagens/images/q031_v01_p11_part01.png
2016,1,37,1,1,13,0.00,72.78,314.06,264.59,questoes/banco_reais/enem_2016/dia1_questoes_vazias_imagens/images/q037_v01_p13_part01.png
2016,1,38,1,1,13,0.00,335.37,314.06,491.16,questoes/banco_reais/enem_2016/dia1_questoes_vazias_imagens/images/q038_v01_p13_part01.png
2016,1,41,1,1,14,0.00,72.78,314.06,269.59,questoes/banco_reais/enem_2016/dia1_questoes_vazias_imagens/images/q041_v01_p14_part01.png
2016,1,53,1,1,19,0.00,74.97,314.06,330.90,questoes/banco_reais/enem_2016/dia1_questoes_vazias_imagens/images/q053_v01_p19_part01.png
2016,1,56,1,1,20,0.00,74.97,314.06,304.52,questoes/banco_reais/enem_2016/dia1_questoes_vazias_imagens/images/q056_v01_p20_part01.png
2016,1,59,1,1,21,0.00,74.97,314.06,751.57,questoes/banco_reais/enem_2016/dia1_questoes_vazias_imagens/images/q059_v01_p21_part01.png
2016,1,61,1,1,22,0.00,74.97,314.06,463.34,questoes/banco_reais/enem_2016/dia1_questoes_vazias_imagens/images/q061_v01_p22_part01.png
2016,1,64,1,1,23,0.00,74.97,314.06,453.81,questoes/banco_reais/enem_2016/dia1_questoes_vazias_imagens/images/q064_v01_p23_part01.png
2016,1,67,1,1,24,0.00,74.97,314.06,443.26,questoes/banco_reais/enem_2016/dia1_questoes_vazias_imagens/images/q067_v01_p24_part01.png
2016,1,71,1,1,25,0.00,74.97,314.06,221.52,questoes/banco_reais/enem_2016/dia1_questoes_vazias_imagens/images/q071_v01_p25_part01.png
2016,1,81,1,1,29,0.00,74.97,314.06,296.92,questoes/banco_reais/enem_2016/dia1_questoes_vazias_imagens/images/q081_v01_p29_part01.png
2016,1,87,1,1,31,0.00,72.78,314.06,250.92,questoes/banco_reais/enem_2016/dia1_questoes_vazias_imagens/images/q087_v01_p31_part01.png
