ano,dia,numero,variacao,parte,page,x_pt,y_pt,w_pt,h_pt,image_path
2020,2,96,1,1,3,0.00,65.26,283.46,714.27,questoes/banco_reais/enem_2020/dia2_questoes_vazias_imagens/images/q096_v01_p03_part01.png
2020,2,108,1,1,7,0.00,65.26,283.46,714.27,questoes/banco_reais/enem_2020/dia2_questoes_vazias_imagens/images/q108_v01_p07_part01.png
2020,2,118,1,1,10,0.00,65.26,283.46,339.70,questoes/banco_reais/enem_2020/dia2_questoes_vazias_imagens/images/q118_v01_p10_part01.png
2020,2,127,1,1,13,0.00,65.26,283.46,242.91,questoes/banco_reais/enem_2020/dia2_questoes_vazias_imagens/images/q127_v01_p13_part01.png
2020,2,141,1,1,19,0.00,65.26,283.46,326.61,questoes/banco_reais/enem_2020/dia2_questoes_vazias_imagens/images/q141_v01_p19_part01.png
2020,2,148,1,1,21,0.00,65.26,283.46,714.27,questoes/banco_reais/enem_2020/dia2_questoes_vazias_imagens/images/q148_v01_p21_part01.png
2020,2,150,1,1,22,0.00,65.26,283.46,167.71,questoes/banco_reais/enem_2020/dia2_questoes_vazias_imagens/images/q150_v01_p22_part01.png
2020,2,155,1,1,24,0.00,65.26,283.46,319.54,questoes/banco_reais/enem_2020/dia2_questoes_vazias_imagens/images/q155_v01_p24_part01.png
2020,2,163,1,1,26,0.00,65.26,283.46,714.27,questoes/banco_reais/enem_2020/dia2_questoes_vazias_imagens/images/q163_v01_p26_part01.png
2020,2,166,1,1,27,0.00,65.26,283.46,714.27,questoes/banco_reais/enem_2020/dia2_questoes_vazias_imagens/images/q166_v01_p27_part01.png
2020,2,168,1,1,28,0.00,65.26,283.46,178.84,questoes/banco_reais/enem_2020/dia2_questoes_vazias_imagens/images/q168_v01_p28_part01.png
2020,2,175,1,1,30,0.00,65.26,283.46,364.11,questoes/banco_reais/enem_2020/dia2_questoes_vazias_imagens/images/q175_v01_p30_part01.png
2020,2,179,1,1,31,0.00,65.26,283.46,714.27,questoes/banco_reais/enem_2020/dia2_questoes_vazias_imagens/images/q179_v01_p31_part01.png
2020,2,179,1,2,32,0.00,0.00,283.46,773.53,questoes/banco_reais/enem_2020/dia2_questoes_vazias_imagens/images/q179_v01_p32_part02.png
