ano,dia,numero,variacao,parte,page,x_pt,y_pt,w_pt,h_pt,image_path
2018,1,13,1,1,7,0.00,89.54,311.55,731.98,questoes/banco_reais/enem_2018/dia1_questoes_vazias_imagens/images/q013_v01_p07_part01.png
2018,1,21,1,1,10,0.00,89.54,311.55,300.48,questoes/banco_reais/enem_2018/dia1_questoes_vazias_imagens/images/q021_v01_p10_part01.png
2018,1,24,1,1,11,0.00,89.54,311.55,731.98,questoes/banco_reais/enem_2018/dia1_questoes_vazias_imagens/images/q024_v01_p11_part01.png
2018,1,29,1,1,13,0.00,89.54,311.55,731.98,questoes/banco_reais/enem_2018/dia1_questoes_vazias_imagens/images/q029_v01_p13_part01.png
2018,1,32,1,1,14,0.00,89.54,311.55,731.98,questoes/banco_reais/enem_2018/dia1_questoes_vazias_imagens/images/q032_v01_p14_part01.png
2018,1,34,1,1,15,0.00,89.54,311.55,731.98,questoes/banco_reais/enem_2018/dia1_questoes_vazias_imagens/images/q034_v01_p15_part01.png
2018,1,37,1,1,16,0.00,89.54,311.55,731.98,questoes/banco_reais/enem_2018/dia1_questoes_vazias_imagens/images/q037_v01_p16_part01.png
2018,1,49,1,1,20,311.55,422.73,311.55,398.80,questoes/banco_reais/enem_2018/dia1_questoes_vazias_imagens/images/q049_v01_p20_part01.png
2018,1,49,1,2,21,311.55,0.00,311.55,194.75,questoes/banco_reais/enem_2018/dia1_questoes_vazias_imagens/images/q049_v01_p21_part02.png
2018,1,54,1,1,22,0.00,89.54,311.55,364.97,questoes/banco_reais/enem_2018/dia1_questoes_vazias_imagens/images/q054_v01_p22_part01.png
2018,1,57,1,1,23,0.00,89.54,311.55,263.19,questoes/banco_reais/enem_2018/dia1_questoes_vazias_imagens/images/q057_v01_p23_part01.png
2018,1,61,1,1,24,0.00,89.54,311.55,375.30,questoes/banco_reais/enem_2018/dia1_questoes_vazias_imagens/images/q061_v01_p24_part01.png
2018,1,65,1,1,25,0.00,89.54,311.55,287.90,questoes/banco_reais/enem_2018/dia1_questoes_vazias_imagens/images/q065_v01_p25_part01.png
2018,1,66,1,1,25,0.00,375.44,311.55,446.09,questoes/banco_reais/enem_2018/dia1_questoes_vazias_imagens/images/q066_v01_p25_part01.png
2018,1,69,1,1,26,0.00,89.54,311.55,336.53,questoes/banco_reais/enem_2018/dia1_questoes_vazias_imagens/images/q069_v01_p26_part01.png
2018,1,77,1,1,28,0.00,89.54,311.55,227.95,questoes/banco_reais/enem_2018/dia1_questoes_vazias_imagens/images/q077_v01_p28_part01.png
2018,1,84,1,1,30,0.00,89.54,311.55,287.09,questoes/banco_reais/enem_2018/dia1_questoes_vazias_imagens/images/q084_v01_p30_part01.png
